Location-lat,Location-long,Speed,Accelerometer-X,Accelerometer-Y,Accelerometer-Z
49.262001, 4.022934, 0.00, -0.58, 2.08, 9.61
49.262001, 4.022934, 0.00, -0.59, 2.11, 9.51
49.244779, 4.063300, 0.28, -0.51, 2.11, 9.67
49.244779, 4.063300, 0.28, -0.55, 1.94, 9.89
49.244779, 4.063341, 0.05, -0.58, 2.05, 9.38
49.244779, 4.063341, 0.05, -0.59, 2.01, 9.59
49.244782, 4.063343, 0.03, -0.57, 2.02, 9.59
49.244782, 4.063343, 0.03, -0.73, 2.14, 9.56
49.244784, 4.063341, 0.04, -0.90, 1.99, 9.58
49.244784, 4.063341, 0.04, -0.69, 1.97, 9.67
49.244787, 4.063325, 0.00, -0.53, 2.21, 9.69
49.244787, 4.063325, 0.00, -0.39, 2.20, 9.73
49.244781, 4.063309, 0.00, -0.68, 2.08, 9.75
49.244781, 4.063309, 0.00, -0.68, 2.03, 9.50
49.244781, 4.063309, 0.00, -0.70, 2.01, 9.55
49.244782, 4.063300, 0.00, -0.37, 2.26, 9.64
49.244782, 4.063300, 0.00, -0.81, 1.98, 9.50
49.244782, 4.063303, 0.00, -0.85, 2.02, 9.62
49.244782, 4.063303, 0.00, -0.57, 2.03, 9.65
49.244782, 4.063304, 0.00, -0.49, 2.03, 9.56
49.244782, 4.063304, 0.00, -0.42, 2.07, 9.50
49.244782, 4.063303, 0.00, -0.49, 2.04, 9.52
49.244782, 4.063303, 0.00, -0.51, 2.11, 9.58
49.244783, 4.063300, 0.00, -0.67, 1.99, 9.31
49.244784, 4.063297, 0.00, -0.74, 2.05, 9.53
49.244784, 4.063297, 0.00, -0.77, 2.07, 9.49
49.244784, 4.063295, 0.00, -0.45, 2.21, 9.78
49.244784, 4.063295, 0.00, -0.29, 2.18, 9.58
49.244785, 4.063294, 0.00, -0.11, 2.08, 9.62
49.244785, 4.063294, 0.00, -0.74, 2.13, 9.61
49.244785, 4.063290, 0.00, -0.63, 2.52, 9.51
49.244785, 4.063290, 0.00, -0.60, 2.66, 9.43
49.244786, 4.063284, 0.00, -0.47, 2.81, 9.51
49.244786, 4.063284, 0.00, -0.59, 2.94, 9.42
49.244792, 4.063283, 0.00, -0.74, 2.98, 9.31
49.244792, 4.063283, 0.00, -1.22, 2.84, 9.65
49.244804, 4.063272, 0.00, -0.36, 2.72, 9.35
49.244804, 4.063272, 0.00, 0.22, 2.62, 9.04
49.244829, 4.063253, 0.00, 0.67, 2.19, 9.73
49.244829, 4.063253, 0.00, 0.66, 2.12, 9.29
49.244863, 4.063236, 0.00, 0.33, 1.75, 9.33
49.244863, 4.063236, 0.00, 0.45, 1.62, 10.95
49.244902, 4.063226, 0.00, -0.12, 1.90, 10.72
49.244902, 4.063226, 0.00, -0.79, 1.50, 9.85
49.244943, 4.063225, 0.00, -0.54, 1.27, 11.04
49.244943, 4.063225, 0.00, 0.48, 1.59, 9.20
49.244986, 4.063224, 0.00, 1.02, 0.87, 9.70
49.244986, 4.063224, 0.00, -0.02, 1.09, 8.08
49.245028, 4.063224, 4.52, 0.44, 1.37, 10.53
49.245028, 4.063224, 4.52, 0.19, 0.79, 9.72
49.245069, 4.063222, 4.59, -0.78, 0.95, 9.76
49.245069, 4.063222, 4.59, -0.41, 0.77, 10.16
49.245112, 4.063224, 4.44, -0.29, 0.81, 10.02
49.245112, 4.063224, 4.44, -0.92, 1.82, 9.35
