Location-lat,Location-long,Speed,Accelerometer-X,Accelerometer-Y,Accelerometer-Z
50.320578,2.875486,33.59,0.55,1.89,10.11
50.320578,2.875486,33.59,-1.14,1.81,11.2
50.320528,2.875952,33.72,-0.02,0.34,8.72
50.320477,2.876418,33.83,0.51,0.91,9.1
50.320477,2.876418,33.83,0.56,1.48,7.85
50.320426,2.876884,33.94,-0.85,0.89,10.13
50.320426,2.876884,33.94,-0.08,1.74,10.4
50.320376,2.877355,34.05,0.46,1.49,10.0
50.320376,2.877355,34.05,-0.87,0.89,8.28
50.32032,2.877826,34.06,-0.01,1.06,11.41
50.32032,2.877826,34.06,0.12,0.96,10.13
50.320262,2.878297,34.17,-0.41,0.71,10.26
50.320262,2.878297,34.17,-0.91,1.67,9.94
50.320203,2.87877,34.23,1.26,1.92,10.44
50.320203,2.87877,34.23,-0.54,0.49,8.12
50.320141,2.879245,34.28,-1.27,1.98,11.29
50.320141,2.879245,34.28,-0.79,1.46,9.85
50.320079,2.879718,34.19,2.02,0.67,10.16
50.320079,2.879718,34.19,-0.53,0.15,9.48
50.320015,2.880189,34.26,-0.53,2.08,10.73
50.320015,2.880189,34.26,1.23,1.07,10.11
50.319946,2.88066,34.24,0.35,0.81,11.05
50.319946,2.88066,34.24,-1.59,0.82,10.64
50.319881,2.881131,34.26,-0.35,1.48,10.77
50.319881,2.881131,34.26,0.85,1.83,11.03
50.319814,2.8816,34.25,0.04,0.51,8.24
50.319814,2.8816,34.25,-0.87,2.39,12.37
50.319741,2.882066,34.13,1.08,0.34,10.19
50.319741,2.882066,34.13,0.74,1.02,10.85
50.319668,2.882528,33.99,0.34,0.84,8.03
50.319668,2.882528,33.99,1.49,0.75,10.24
50.319593,2.882987,33.86,-0.32,1.03,9.91
50.319593,2.882987,33.86,-0.68,2.14,8.49
50.319515,2.883448,33.76,-0.99,1.2,9.2
50.319515,2.883448,33.76,0.05,2.65,9.08
50.319436,2.883901,33.59,0.19,0.91,10.59
50.319436,2.883901,33.59,-1.4,2.3,11.21
50.319349,2.884353,33.56,1.58,1.24,9.16
50.319349,2.884353,33.56,-0.46,1.66,8.76
50.319264,2.884811,33.51,-0.51,0.87,8.83
50.319264,2.884811,33.51,0.4,2.93,11.41
50.319178,2.885253,33.44,0.69,0.64,9.74
50.31909,2.885697,33.39,0.04,2.26,10.86
50.31909,2.885697,33.39,0.02,1.04,9.39
50.318998,2.886144,33.32,-0.69,2.64,9.24
50.318998,2.886144,33.32,-0.45,1.57,9.17
50.318899,2.886589,33.27,1.43,1.03,10.17
50.318899,2.886589,33.27,-0.35,3.04,11.45
