Fichier,Vitesse Moyenne (km/h),Vitesse Maximal (km/h),Ecart type X (m/s²),Ecart type Y (m/s²),Stop Time (%),Variation vitesse
./sensor_data_20250213_ville_1.csv,0.0,0.0,0.2863696064319538,0.2475435856945695,100.0,0.0
./sensor_data_20250213_ville_1.csv,8.499000000000047,44.96527058823553,0.47938875179761736,0.6955910593228085,46.111111111111114,4.300552760181018
./sensor_data_20250213_ville_1.csv,12.34120000000007,29.45858823529428,0.1632378328975272,0.37361839178833256,28.333333333333332,2.3067757466063474
./sensor_data_20250213_ville_1.csv,18.191257013574752,57.30880723981932,0.5107064478883843,0.5354631767625208,0.5555555555555556,3.5233972462831553
./sensor_data_20250213_ville_1.csv,58.69907095022655,91.69496470588285,0.6912466106174919,0.47670833736146073,0.0,2.696632546864914
./sensor_data_20250213_ville_1.csv,64.12830696832613,99.52895565610915,0.3320010509575402,0.6292591981234711,0.0,4.693057388493887
./sensor_data_20250213_ville_1.csv,3.842926153846173,20.39626425339378,0.366121417178352,0.21626497278165865,72.22222222222221,0.8043869295410531
./sensor_data_20250213_ville_1.csv,26.883357828054443,66.65769773755693,0.3359483144858354,0.7549897608551617,18.333333333333332,5.144494201680701
./sensor_data_20250213_ville_1.csv,21.507216470588347,47.358179185520626,0.5945872173792202,0.5897440225208332,19.444444444444446,3.4668391725921337
./sensor_data_20250213_ville_1.csv,12.62065484162902,38.397404524887094,0.33575339421817074,0.2924858403866955,56.666666666666664,1.18760314156432
./sensor_data_20250213_ville_1.csv,14.14760524886884,44.217936651583955,0.25248437825686004,0.4625128820755839,45.55555555555556,2.421245429864255
./sensor_data_20250213_ville_2.csv,7.632111674208184,28.10834389140287,0.7144352754989912,0.7922418145860618,23.88888888888889,2.7601569424693078
./sensor_data_20250213_ville_2.csv,32.708387511312395,50.97805248868807,0.5552151670350136,0.7079794333950253,0.0,4.25710491919848
./sensor_data_20250213_ville_2.csv,11.71493285067879,38.593987330316956,0.7108808683665985,0.576955588151498,26.111111111111114,2.2852704072398233
./sensor_data_20250213_ville_2.csv,24.313515113122296,51.269929411764984,0.536854287556809,0.7932302041401709,12.777777777777777,4.809802973497117
./sensor_data_20250213_ville_2.csv,63.78064108597317,90.17534117647071,0.7902823343915166,0.4143846407681679,0.0,2.554493516483525
./sensor_data_20250213_ville_2.csv,76.2260713122176,93.42417013574713,0.683752229254583,0.4280143696870773,0.0,2.0041186813187113
./sensor_data_20250213_ville_2.csv,4.479485972850699,27.453534841629114,0.18087720355513492,0.5059642341618967,66.11111111111111,2.202430058177126
./sensor_data_20250213_ville_2.csv,13.199000000000074,40.72697918552059,0.6766436393655886,0.555820339198858,25.0,3.0594523076923243
./sensor_data_20250213_ville_2.csv,8.521870226244383,46.43420090497763,0.36790016197250625,0.41915165906492285,63.888888888888886,1.508391661279911
./sensor_data_20250213_ville_3.csv,18.12494895927611,44.94406153846178,0.6697159571449346,0.5492050033644799,13.333333333333334,3.0440707175177963
./sensor_data_20250213_ville_3.csv,24.4657143891404,43.911561990950474,0.47577135923927777,0.6448532504727923,8.88888888888889,3.7440904912734596
./sensor_data_20250213_ville_3.csv,12.703372488687847,45.047011764706134,0.583719394198384,0.6576393657268934,16.666666666666664,2.8306146218487505
./sensor_data_20250213_ville_3.csv,41.23448054298664,53.755200000000286,0.6483281512544927,0.4915719426357392,0.0,2.3205436910148918
./sensor_data_20250213_ville_3.csv,64.49863384615418,91.79693755656159,0.642049756956882,0.44373697296394193,0.0,2.899385093729821
./sensor_data_20250213_ville_3.csv,55.96347058823558,90.36063529411759,0.5097083879216486,0.6607108992755987,0.0,4.522698086619277
./sensor_data_20250213_ville_3.csv,4.395292307692326,26.689357466063495,0.19848378920686194,0.5072153315233153,66.66666666666666,2.2373756302521093
./sensor_data_20250213_ville_3.csv,12.299466787330383,36.33826968325812,0.48910877361373145,0.40442971625745605,37.77777777777778,2.2629918034906416
./sensor_data_20250213_ville_3.csv,22.177082533936765,42.64967239819028,0.8170728034211376,0.6192443922383454,1.6666666666666667,4.766432624434411
./sensor_data_20250214_autoroute_1.csv,112.27104090497794,116.13909502262509,0.22301583103357372,0.2910867924257708,0.0,0.946502882999391
./sensor_data_20250214_autoroute_1.csv,63.73610244343923,115.1669647058823,0.7421566804752158,0.2666729617662933,1.6666666666666667,5.5641220685197155
./sensor_data_20250214_autoroute_1.csv,110.57538262443494,117.84021719457081,0.33156118375732996,0.28902229801686985,0.0,1.4222721396250866
./sensor_data_20250214_autoroute_1.csv,113.64298787330375,117.13627873303233,0.3018062381144873,0.2998881902391388,0.0,1.3442706528765456
./sensor_data_20250214_autoroute_1.csv,116.29530244343951,120.04814117647126,0.2899483331569851,0.22077850836688728,0.0,0.9418900129282514
./sensor_data_20250214_autoroute_1.csv,117.099109864254,120.00497375565678,0.28030760164763935,0.37261459481215625,0.0,0.7255471751777647
./sensor_data_20250214_autoroute_1.csv,115.54029972850739,119.60988597285134,0.1942217706937874,0.2544070425800108,0.0,0.6426826179702709
./sensor_data_20250214_autoroute_1.csv,120.53367710407305,123.90685248868849,0.25000819606900876,0.26654421541785767,0.0,0.5364981900452749
./sensor_data_20250214_autoroute_1.csv,114.25155819004584,123.3264542986432,0.4768006768995363,0.26963205028762055,0.0,0.8222018616677532
./sensor_data_20250214_autoroute_1.csv,118.57650841629022,123.27859547511382,0.2701661513187735,0.23118692365136606,0.0,1.1217693600517324
./sensor_data_20250214_autoroute_1.csv,116.47992542986485,125.36265339366585,0.3509761718769376,0.3088689559739715,0.0,1.8414613122171666
./sensor_data_20250214_autoroute_2.csv,117.56100470588295,123.4702588235293,0.28971357271260884,0.375237119768887,0.0,0.43580712346476375
./sensor_data_20250214_autoroute_2.csv,117.17587656108657,121.20626606334909,0.29897711245908404,0.2525175954465815,0.0,1.1107336845507174
./sensor_data_20250214_autoroute_2.csv,118.23764579185583,122.01071131221786,0.2893132871458622,0.28310924454548586,0.0,0.6816007692307341
./sensor_data_20250214_autoroute_2.csv,119.1847630769237,122.11056651583779,0.25862878684120183,0.23063510467567083,0.0,0.9443152553329368
./sensor_data_20250214_autoroute_2.csv,119.0680961085979,122.51555837104141,0.2848589732410546,0.20859761536598537,0.0,0.7426739883645825
./sensor_data_20250214_autoroute_2.csv,120.70038914027214,126.07395475113191,0.3207522243552164,0.2458442081070209,0.0,0.7112078345184205
./sensor_data_20250214_autoroute_2.csv,115.72488687782865,123.28606425339372,0.36628140374145257,0.2834293894485612,0.0,1.6003769489334272
./sensor_data_20250214_autoroute_2.csv,116.93913049773816,122.41114208144865,0.36657135127638746,0.3219121136469496,0.0,0.9461693406593268
./sensor_data_20250214_autoroute_2.csv,114.74825104072458,121.65141176470598,0.3334363492970115,0.32502570402581854,0.0,1.4152750484809025
./sensor_data_20250214_autoroute_2.csv,119.51022190045309,122.34441990950293,0.2901832339646616,0.2631357396895057,0.0,0.7765141952165179
./sensor_data_20250214_autoroute_2.csv,117.2113645248875,122.13949683257987,0.29034052647016784,0.25953839354810493,0.0,1.1309563671622498
./sensor_data_20250214_autoroute_3.csv,113.68747981900509,119.62718552036264,0.2634156900913897,0.3091139998446289,0.0,1.2210455203620127
./sensor_data_20250214_autoroute_3.csv,118.77703674208206,123.0329809954758,0.33017925946307214,0.2918076544584196,0.0,1.0364718810601226
./sensor_data_20250214_autoroute_3.csv,119.28145828054359,123.33746839043314,0.2666259543883252,0.2521966311986498,0.0,0.7548163348416087
./sensor_data_20250214_autoroute_3.csv,119.58813484162957,122.82384705882347,0.3399497818879437,0.3420129831330778,0.0,0.9676428442145903
./sensor_data_20250214_autoroute_3.csv,120.78832995475176,128.75955475113193,0.476013051933596,0.3188289901237341,0.0,1.19651292824826
./sensor_data_20250214_autoroute_3.csv,112.34291004524947,116.30339185520425,0.3434746851258071,0.3086695459670338,0.0,0.9726988493859176
./sensor_data_20250214_autoroute_3.csv,118.23792253393727,124.0849628959283,0.24553917695959568,0.25268880097834673,0.0,1.2944021331609972
./sensor_data_20250214_autoroute_3.csv,120.48603638009111,125.98713122172015,0.3036752945472948,0.2775924132504141,0.0,0.8641781383322218
./sensor_data_20250214_autoroute_3.csv,118.80026497737619,124.51181538461607,0.3671076012386664,0.2854134553538633,0.0,1.3911913186813223
./sensor_data_20250214_autoroute_3.csv,118.7992568325798,124.1387511312224,0.35889102358828434,0.42986940299164533,0.0,0.7781529734970595
./sensor_data_20250214_autoroute_3.csv,120.88201266968386,123.94164705882422,0.34766852660331415,0.242710169876909,0.0,0.8477004330962833
./sensor_data_20250214_autoroute_4.csv,120.25143348416351,123.84824253393734,0.3614657657177981,0.3957355324139146,0.0,0.7761519004524937
./sensor_data_20250214_autoroute_4.csv,120.45014751131284,123.70495927601878,0.3671042097306843,0.2581019847350796,0.0,0.945912365869463
./sensor_data_20250214_autoroute_4.csv,118.59816778280603,124.53188416289663,0.31383078121323965,0.2201640405265155,0.0,0.9786900581771082
./sensor_data_20250214_autoroute_4.csv,119.76418081448024,122.94628778280611,0.2827217205524368,0.20136236220117407,0.0,0.9601263477698656
./sensor_data_20250214_autoroute_4.csv,121.11083438914089,128.45862081448035,0.38523846124937733,0.2655406314102719,0.0,1.0789147640594732
./sensor_data_20250214_autoroute_4.csv,116.42666298642594,123.40005067873372,0.39248226066575503,0.22427969838645215,0.0,1.8765718034906418
./sensor_data_20250214_autoroute_4.csv,118.44994371040785,123.50476018099617,0.2949268443719336,0.24774378882104287,0.0,0.9549787912088287
./sensor_data_20250214_autoroute_4.csv,120.94926226244408,125.7295927601817,0.344919657214266,0.2656080817803021,0.0,0.884817065287695
./sensor_data_20250214_autoroute_4.csv,122.32157212669748,125.4561556561093,0.30289774749792864,0.21628068868603256,0.0,1.1900592049127625
./sensor_data_20250214_autoroute_4.csv,119.45781719457074,125.60162171945773,0.2768645617334751,0.2818892372329534,0.0,1.0965854815772833
./sensor_data_20250214_autoroute_4.csv,118.72794533936714,123.55004524886945,0.25499279385728196,0.2920015922582533,0.0,1.1747136910148985
./sensor_data_20250214_autoroute_5.csv,114.04513484162956,117.13627873303233,0.30951845975361786,0.27092042509879327,0.0,1.1911597543632702
./sensor_data_20250214_autoroute_5.csv,116.79472542986485,120.04814117647126,0.33716790537482527,0.3098341862568552,0.0,1.1307334130575157
./sensor_data_20250214_autoroute_5.csv,117.08267239819064,120.35615294117638,0.21927536855657967,0.3924707649755581,0.0,0.6933133419521648
./sensor_data_20250214_autoroute_5.csv,116.7533744796386,120.68594389140338,0.15815866485636224,0.22289419720461076,0.0,0.4108967097608253
./sensor_data_20250214_autoroute_5.csv,121.31109049773818,123.90685248868849,0.3772165907648405,0.28281930013320067,0.0,0.6093293923723728
./sensor_data_20250214_autoroute_5.csv,111.68286099547568,121.96863529411758,0.3102700472610551,0.22399040658799332,0.0,1.258555669036841
./sensor_data_20250214_autoroute_5.csv,120.53900180995535,123.27859547511382,0.2530232616023812,0.2878740517787656,0.0,0.7140214608920671
./sensor_data_20250214_autoroute_5.csv,115.96276090497797,125.36265339366585,0.3620684361342182,0.3500206014665523,0.0,1.8514841435035279
./sensor_data_20250214_autoroute_5.csv,118.43176253393727,123.56157828054369,0.26462820070045656,0.2895521634559014,0.0,0.6533125404007545
./sensor_data_20250214_autoroute_5.csv,116.16732904977434,120.84815565610927,0.29826381173170774,0.33881176714819783,0.0,0.7250768325792096
./sensor_data_20250214_autoroute_5.csv,118.72458443438974,121.20626606334909,0.27927002588488387,0.2868001690264903,0.0,0.8870151971557929
./sensor_data_20250214_autoroute_5.csv,118.68509176470653,122.01071131221786,0.2778608823643017,0.2617494907389649,0.0,0.7671468261151008
./sensor_data_20250214_autoroute_5.csv,119.10886063348478,122.11056651583779,0.2473879417958331,0.2211262396314842,0.0,0.6870564576599538
./sensor_data_20250214_autoroute_5.csv,118.86734769230829,122.51555837104141,0.27576731399209375,0.18386663991114832,0.0,0.9491802650290819
./sensor_data_20250214_autoroute_5.csv,120.27081230769292,126.07395475113191,0.39123631538140785,0.26785289472440754,0.0,0.7338872398190183
./sensor_data_20250214_autoroute_5.csv,114.73236651583768,120.76240723981968,0.36766992340668286,0.27080595256749695,0.0,1.593486619263077
./sensor_data_20250214_autoroute_5.csv,115.85937176470648,122.41114208144865,0.3430054236841654,0.33013954020520503,0.0,1.2374388235294365
